letter,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Ain,0.28184789419174194,0.7709327340126038,2.127358811776503e-06,0.29945898056030273,0.5819391012191772,0.003214798169210553,0.4078300893306732,0.4604625701904297,-0.044537898153066635,0.5330455899238586,0.43917781114578247,-0.0866033285856247,0.6219488978385925,0.445460706949234,-0.1320684403181076,0.4118753969669342,0.3743981420993805,-0.19628021121025085,0.6322146654129028,0.368621289730072,-0.2410067468881607,0.74534010887146,0.3908245265483856,-0.2593062222003937,0.8347679972648621,0.39882904291152954,-0.2741776406764984,0.429655522108078,0.4873317778110504,-0.2207130342721939,0.6792652606964111,0.48358285427093506,-0.26555973291397095,0.8294075727462769,0.49786069989204407,-0.269021600484848,0.941785454750061,0.5011179447174072,-0.28050607442855835,0.45880067348480225,0.6053683757781982,-0.22572819888591766,0.635297417640686,0.5854430794715881,-0.22348619997501373,0.5854898691177368,0.622512936592102,-0.15948396921157837,0.5225275158882141,0.644321084022522,-0.12870222330093384,0.4886496663093567,0.7167728543281555,-0.23257260024547577,0.6128453016281128,0.6835195422172546,-0.21089759469032288,0.5660344362258911,0.7006677985191345,-0.14746227860450745,0.508682906627655,0.7141984701156616,-0.10784990340471268
Ain,0.15368688106536865,0.6275627613067627,2.449347903166199e-06,0.212908536195755,0.5407268404960632,-0.0234209131449461,0.31814977526664734,0.49965453147888184,-0.08676539361476898,0.41927650570869446,0.5194026827812195,-0.14472773671150208,0.48267534375190735,0.5390627980232239,-0.2031709998846054,0.3250318467617035,0.488021582365036,-0.20386441051959991,0.5320976376533508,0.49915769696235657,-0.28859466314315796,0.6525042057037354,0.5090808868408203,-0.33704206347465515,0.7551107406616211,0.5155086517333984,-0.368586927652359,0.2961585521697998,0.551028847694397,-0.231159046292305,0.5300474166870117,0.5500759482383728,-0.3396182358264923,0.6692260503768921,0.5545536279678345,-0.3783598840236664,0.7798682451248169,0.5592048764228821,-0.40105995535850525,0.2842167317867279,0.6221063137054443,-0.24391381442546844,0.47224369645118713,0.6471936106681824,-0.30643945932388306,0.4416232109069824,0.6512525081634521,-0.26693248748779297,0.3926366865634918,0.6435710787773132,-0.23410581052303314,0.2833770513534546,0.6882191896438599,-0.2590772807598114,0.4242182672023773,0.6974479556083679,-0.28540071845054626,0.3993512988090515,0.6960653066635132,-0.24141664803028107,0.35064828395843506,0.6853516697883606,-0.2059340626001358
Ain,0.025696873664855957,0.5712542533874512,2.1396831471065525e-06,0.11776167154312134,0.439931184053421,0.017492391169071198,0.26740264892578125,0.37326931953430176,-0.00013557204511016607,0.4060170352458954,0.39834657311439514,-0.011713540181517601,0.4903281331062317,0.4425641596317291,-0.02627895399928093,0.38418641686439514,0.3843662738800049,-0.13440696895122528,0.6330673694610596,0.4123237431049347,-0.17664411664009094,0.7733381986618042,0.429829865694046,-0.20681756734848022,0.8865613341331482,0.44345930218696594,-0.22794970870018005,0.40648382902145386,0.4778931736946106,-0.14305192232131958,0.6595969200134277,0.4892173111438751,-0.17945435643196106,0.8195931911468506,0.50087571144104,-0.1993159055709839,0.9465848207473755,0.5102269649505615,-0.21737608313560486,0.3979174494743347,0.5730563402175903,-0.13088175654411316,0.4945877194404602,0.5628836154937744,-0.10980681329965591,0.41291046142578125,0.5486093163490295,-0.057239048182964325,0.3359677195549011,0.5448076725006104,-0.02681664377450943,0.36667171120643616,0.6506609916687012,-0.118685781955719,0.41064661741256714,0.6231175661087036,-0.08256358653306961,0.3516751527786255,0.5987592935562134,-0.025605235248804092,0.3028663992881775,0.5960265398025513,0.015395859256386757
Ain,0.11441865563392639,0.8464868068695068,7.563932626908354e-07,0.13311214745044708,0.6080306768417358,0.04180503636598587,0.22813871502876282,0.5284671783447266,0.111664779484272,0.29945456981658936,0.5393725633621216,0.19853684306144714,0.34932902455329895,0.5917698740959167,0.2941478490829468,0.3838289678096771,0.5435019135475159,0.03446096554398537,0.5185336470603943,0.537485659122467,0.09421787410974503,0.5917715430259705,0.5434264540672302,0.1266126185655594,0.6497907638549805,0.5668211579322815,0.14634187519550323,0.3972843289375305,0.6757420897483826,0.07081553339958191,0.5440064072608948,0.6547459959983826,0.143571674823761,0.6283310651779175,0.647516667842865,0.1667577475309372,0.6967215538024902,0.6566851139068604,0.17149288952350616,0.38517215847969055,0.785369336605072,0.11784961074590683,0.4256753921508789,0.7087968587875366,0.2084924280643463,0.3483673930168152,0.6764859557151794,0.2211504876613617,0.30308473110198975,0.6778032183647156,0.21567639708518982,0.37318408489227295,0.859440267086029,0.1691501885652542,0.36503058671951294,0.7688929438591003,0.23796509206295013,0.31766843795776367,0.7389695048332214,0.24395695328712463,0.28260156512260437,0.7309476137161255,0.23953498899936676
Ain,0.2978379726409912,0.8342618346214294,9.9900216810056e-07,0.32902228832244873,0.6662870645523071,-0.00294129503890872,0.3631541430950165,0.5402057766914368,-0.03264224901795387,0.41703304648399353,0.4907788336277008,-0.06742613017559052,0.4645414650440216,0.46621936559677124,-0.10156922042369843,0.326460599899292,0.40848448872566223,-0.06938441097736359,0.4352329969406128,0.38514387607574463,-0.11768310517072678,0.5035786032676697,0.3888990581035614,-0.15050722658634186,0.5581225752830505,0.38562414050102234,-0.17432455718517303,0.30301180481910706,0.4927600026130676,-0.09524496644735336,0.43974825739860535,0.4699700176715851,-0.15117228031158447,0.5249043703079224,0.481203556060791,-0.17679698765277863,0.582064151763916,0.47346848249435425,-0.19574692845344543,0.29998862743377686,0.6031469106674194,-0.11772438883781433,0.4319392442703247,0.5946613550186157,-0.16085316240787506,0.4456333518028259,0.6588709950447083,-0.15196681022644043,0.4187939465045929,0.6879464983940125,-0.14344185590744019,0.3068993091583252,0.7038539052009583,-0.1416432410478592,0.4150882959365845,0.7059618234634399,-0.16995704174041748,0.42624378204345703,0.7341573238372803,-0.16020815074443817,0.39788818359375,0.7334449887275696,-0.15083223581314087
Ain,0.755639374256134,0.7688091397285461,1.075300474440155e-06,0.8057690858840942,0.6368540525436401,-0.03694986552000046,0.7595490217208862,0.5649071335792542,-0.03229936957359314,0.6936483383178711,0.5432038307189941,-0.008186579681932926,0.6402508616447449,0.5505481362342834,0.024912722408771515,0.5346449017524719,0.5930533409118652,-0.06389597058296204,0.37407875061035156,0.5590485334396362,-0.059865087270736694,0.27949708700180054,0.5528794527053833,-0.044144969433546066,0.21514344215393066,0.5537795424461365,-0.02696215733885765,0.49437645077705383,0.6701312065124512,-0.023631660267710686,0.31988877058029175,0.6299052238464355,-0.018614420667290688,0.22680267691612244,0.6108386516571045,0.0027171922847628593,0.15814507007598877,0.5980615615844727,0.024835582822561264,0.49317142367362976,0.7345441579818726,0.02043657749891281,0.395672082901001,0.6839432716369629,0.033178482204675674,0.3931891918182373,0.6618207097053528,0.05909264460206032,0.40621820092201233,0.6464550495147705,0.08660833537578583,0.515851616859436,0.7809098362922668,0.06290394067764282,0.45460939407348633,0.7329232692718506,0.09255408495664597,0.45728766918182373,0.7119725346565247,0.12283971905708313,0.47491002082824707,0.695755124092102,0.15027165412902832
Ain,0.1770191490650177,0.7664297223091125,3.3696508126013214e-06,0.2865959703922272,0.6448304057121277,0.008911186829209328,0.41066181659698486,0.5888400673866272,-0.10784488171339035,0.517858624458313,0.5901036858558655,-0.216147780418396,0.6078863739967346,0.600502610206604,-0.3244611620903015,0.37558209896087646,0.5321415066719055,-0.37063536047935486,0.5863451361656189,0.5351853966712952,-0.46495839953422546,0.7247602343559265,0.5358754396438599,-0.48865076899528503,0.8342930674552917,0.5387977361679077,-0.5059713125228882,0.33529165387153625,0.6103991270065308,-0.42004263401031494,0.600803017616272,0.5926082730293274,-0.5463505983352661,0.7529349327087402,0.601780116558075,-0.5436118841171265,0.8724255561828613,0.6118078827857971,-0.5470158457756042,0.32176193594932556,0.6926732063293457,-0.4359302818775177,0.5675251483917236,0.6783555150032043,-0.44730693101882935,0.5235260128974915,0.7002696990966797,-0.30208727717399597,0.4515366554260254,0.7168821692466736,-0.22188222408294678,0.32853972911834717,0.772727906703949,-0.45576342940330505,0.5042954683303833,0.7507063150405884,-0.4166135787963867,0.47385480999946594,0.7574888467788696,-0.2999878227710724,0.4089305102825165,0.7659947872161865,-0.2287062406539917
Ain,0.1722155213356018,0.5719839930534363,1.8607828451422392e-06,0.2647910416126251,0.46451377868652344,0.05161445960402489,0.39791905879974365,0.44316932559013367,0.019579453393816948,0.5196194648742676,0.4744999408721924,-0.003927427344024181,0.6116129159927368,0.513874888420105,-0.02663722075521946,0.43841108679771423,0.41905584931373596,-0.2106809914112091,0.6481772661209106,0.42620036005973816,-0.2717430591583252,0.7730094194412231,0.4294712543487549,-0.305300235748291,0.8753421306610107,0.43537086248397827,-0.32909491658210754,0.4402017295360565,0.49896857142448425,-0.23402278125286102,0.6829508543014526,0.4985189437866211,-0.31594961881637573,0.8278820514678955,0.5032008290290833,-0.34223246574401855,0.9355388283729553,0.5113337635993958,-0.3640862703323364,0.4404975175857544,0.578087568283081,-0.2227032333612442,0.626599907875061,0.5740734338760376,-0.2044983059167862,0.5775290131568909,0.5554064512252808,-0.10466186702251434,0.5152757167816162,0.5453883409500122,-0.04666662588715553,0.4345071613788605,0.6485366225242615,-0.20848889648914337,0.5617155432701111,0.6272304654121399,-0.1505211591720581,0.5222477912902832,0.6119928359985352,-0.05467196926474571,0.47801053524017334,0.6101959943771362,0.00958329625427723
Ain,0.10644277930259705,0.5165083408355713,1.937448359967675e-06,0.21915435791015625,0.3387335538864136,-0.00438966229557991,0.3484570384025574,0.3006080985069275,-0.044745516031980515,0.4551949203014374,0.36270636320114136,-0.07957112789154053,0.5222095251083374,0.43863600492477417,-0.11316676437854767,0.4137931168079376,0.3448718190193176,-0.16550244390964508,0.638102650642395,0.33629941940307617,-0.24799591302871704,0.7831107378005981,0.32993602752685547,-0.2961251139640808,0.8946833610534668,0.3357013463973999,-0.3242204785346985,0.4121425449848175,0.4982290267944336,-0.18036238849163055,0.6509400010108948,0.4900055229663849,-0.2773667573928833,0.8130328059196472,0.4745832085609436,-0.3204538822174072,0.9370667338371277,0.4769616425037384,-0.3417412340641022,0.38251522183418274,0.6511192321777344,-0.17698316276073456,0.5335818529129028,0.6382586359977722,-0.22116445004940033,0.48095324635505676,0.5921900272369385,-0.16389429569244385,0.41089749336242676,0.5742179751396179,-0.1089072972536087,0.3364093601703644,0.7731853127479553,-0.17389431595802307,0.4441174864768982,0.7306435704231262,-0.18203061819076538,0.4059041440486908,0.693988025188446,-0.11851280927658081,0.3570522367954254,0.6871230006217957,-0.058430265635252
Ain,0.07257580757141113,0.5651046633720398,9.867476364888716e-07,0.21309351921081543,0.46385398507118225,0.16356711089611053,0.3901061713695526,0.4484567940235138,0.23979045450687408,0.5162112712860107,0.48485231399536133,0.3150063157081604,0.6154336929321289,0.5250912308692932,0.39486265182495117,0.5093548893928528,0.40433269739151,0.046269919723272324,0.7284848690032959,0.39114418625831604,0.11433867365121841,0.8520485162734985,0.3879089653491974,0.1451355367898941,0.9532732367515564,0.391130268573761,0.15928353369235992,0.5342291593551636,0.48257914185523987,0.037650130689144135,0.7629395127296448,0.4579870402812958,0.15439897775650024,0.8923805952072144,0.4499392807483673,0.2034384310245514,1.0003896951675415,0.4446018934249878,0.20736344158649445,0.5184167623519897,0.5621688961982727,0.060701314359903336,0.6177775263786316,0.5492525100708008,0.26808223128318787,0.49072396755218506,0.5386477112770081,0.35974493622779846,0.3879018723964691,0.5334603190422058,0.3711281716823578,0.5031899809837341,0.6318244934082031,0.09220705181360245,0.49980103969573975,0.6047999262809753,0.2652246057987213,0.4182295799255371,0.590656578540802,0.3331237733364105,0.35696446895599365,0.5840249061584473,0.3532958924770355
Ain,0.1325385570526123,0.6958467364311218,1.3183300779928686e-06,0.16536706686019897,0.5973523855209351,0.020397059619426727,0.29661643505096436,0.5626890659332275,0.007960452698171139,0.4229387044906616,0.5732962489128113,-0.0024818971287459135,0.5056940913200378,0.600597083568573,-0.01127244159579277,0.3951084017753601,0.5445506572723389,-0.10448172688484192,0.6118898987770081,0.5301540493965149,-0.15517334640026093,0.751190185546875,0.5176569223403931,-0.18202094733715057,0.8541096448898315,0.5141664743423462,-0.19795504212379456,0.44218021631240845,0.6074734330177307,-0.1227223128080368,0.6758798956871033,0.5812056064605713,-0.17170648276805878,0.8237582445144653,0.5606178045272827,-0.20038560032844543,0.9327276945114136,0.5519722104072571,-0.22102074325084686,0.45813965797424316,0.6711500883102417,-0.12455673515796661,0.6269527077674866,0.6680101752281189,-0.137893408536911,0.5650601983070374,0.6599754095077515,-0.09884241968393326,0.49079492688179016,0.6616138815879822,-0.06764737516641617,0.4509442448616028,0.7276961803436279,-0.12439239770174026,0.4953385591506958,0.7011612057685852,-0.11917145550251007,0.4370885193347931,0.687350869178772,-0.07999266684055328,0.3887827396392822,0.6852841377258301,-0.04466746002435684
